image_pair_id,left_cropped_image,right_cropped_image,algorithm,params,runtime_ms,computed_disparity,left_crop_bbox_x_rect,left_crop_bbox_y_rect,left_crop_bbox_w_rect,left_crop_bbox_h_rect,detection_confidence_left,gt_avg_disparity,absolute_error
54,left_54_cropped.jpg,right_54_cropped.jpg,ROIDisparity,{},0.0731480000695228,,762,480,456,452,0.9005928039550781,251.5,
55,left_55_cropped.jpg,right_55_cropped.jpg,ROIDisparity,{},0.0488150000137466,,751,456,284,299,0.8511484861373901,148.0,
56,left_56_cropped.jpg,right_56_cropped.jpg,ROIDisparity,{},0.0293699999929231,,1107,439,270,269,0.9189115166664124,43.0,
57,left_57_cropped.jpg,right_57_cropped.jpg,ROIDisparity,{},0.056517999951211,,1486,509,404,332,0.9005928039550781,161.5,
58,left_58_cropped.jpg,right_58_cropped.jpg,ROIDisparity,{},0.0327959999140148,,1204,601,434,416,0.9005928039550781,245.0,
59,left_59_cropped.jpg,right_59_cropped.jpg,ROIDisparity,{},0.0521849999586265,,815,634,442,445,0.9005928039550781,251.5,
60,left_60_cropped.jpg,right_60_cropped.jpg,ROIDisparity,{},0.0731110000060653,,725,482,370,373,0.9005928039550781,195.0,
61,left_61_cropped.jpg,right_61_cropped.jpg,ROIDisparity,{},0.0575369999751274,,1203,490,368,392,0.8970611095428467,185.5,
62,left_62_cropped.jpg,right_62_cropped.jpg,ROIDisparity,{},0.0570740000966907,,1480,480,483,400,0.8582119941711426,239.5,
63,left_63_cropped.jpg,right_63_cropped.jpg,ROIDisparity,{},0.0587959999620579,,1018,323,538,515,0.9005928039550781,339.5,
64,left_64_cropped.jpg,right_64_cropped.jpg,ROIDisparity,{},0.0523700000485405,,562,416,529,479,0.9005928039550781,299.5,
65,left_65_cropped.jpg,right_65_cropped.jpg,ROIDisparity,{},0.0444999999444917,,876,467,491,480,0.9005928039550781,183.0,
66,left_66_cropped.jpg,right_66_cropped.jpg,ROIDisparity,{},0.0507409999954688,,1314,571,374,375,0.8899976015090942,196.0,
67,left_67_cropped.jpg,right_67_cropped.jpg,ROIDisparity,{},0.0412779999123813,,946,640,261,270,0.9189115166664124,142.5,
68,left_68_cropped.jpg,right_68_cropped.jpg,ROIDisparity,{},0.0412959999493978,,1005,514,310,297,0.9189115166664124,120.0,
72,left_72_cropped.jpg,right_72_cropped.jpg,ROIDisparity,{},0.0670179999815445,,965,557,135,135,0.7531470656394958,58.0,
73,left_73_cropped.jpg,right_73_cropped.jpg,ROIDisparity,{},0.0357410000333402,,1103,544,133,138,0.7675613760948181,43.5,
74,left_74_cropped.jpg,right_74_cropped.jpg,ROIDisparity,{},0.0259819998973398,,1053,553,117,121,0.7063006162643433,53.5,
75,left_75_cropped.jpg,right_75_cropped.jpg,ROIDisparity,{},0.0197959999468366,,1083,612,106,117,0.7063006162643433,28.0,
76,left_76_cropped.jpg,right_76_cropped.jpg,ROIDisparity,{},0.0167030000284285,,1017,614,115,116,0.7026970386505127,52.0,
77,left_77_cropped.jpg,right_77_cropped.jpg,ROIDisparity,{},0.0138890000016544,,931,513,126,128,0.6306255459785461,56.0,
78,left_78_cropped.jpg,right_78_cropped.jpg,ROIDisparity,{},0.0179259999413261,,1089,442,137,150,0.8396328687667847,51.0,
79,left_79_cropped.jpg,right_79_cropped.jpg,ROIDisparity,{},0.0260369999978138,,897,382,127,124,0.8216149806976318,55.5,
80,left_80_cropped.jpg,right_80_cropped.jpg,ROIDisparity,{},0.0444810000317374,,1025,788,154,161,0.8504436016082764,56.0,
81,left_81_cropped.jpg,right_81_cropped.jpg,ROIDisparity,{},0.04081400004452,,1144,799,136,153,0.7783721089363098,60.5,
82,left_82_cropped.jpg,right_82_cropped.jpg,ROIDisparity,{},0.0492590000931159,,1065,622,193,177,0.886479377746582,99.0,
83,left_83_cropped.jpg,right_83_cropped.jpg,ROIDisparity,{},0.0534259999085406,,875,539,155,154,0.828822135925293,70.5,
87,left_87_cropped.jpg,right_87_cropped.jpg,ROIDisparity,{},0.0533700000460157,,904,498,213,229,0.8540471792221069,93.5,
88,left_88_cropped.jpg,right_88_cropped.jpg,ROIDisparity,{},0.0425739999627694,,1198,499,227,228,0.9081007838249208,95.0,
89,left_89_cropped.jpg,right_89_cropped.jpg,ROIDisparity,{},0.0568149999935485,,1477,392,221,208,0.897290050983429,94.5,
90,left_90_cropped.jpg,right_90_cropped.jpg,ROIDisparity,{},2.886197000066204,,1444,210,193,205,0.8936864733695984,82.5,
91,left_91_cropped.jpg,right_91_cropped.jpg,ROIDisparity,{},0.0506110000060289,,1433,449,214,214,0.9189115166664124,93.0,
92,left_92_cropped.jpg,right_92_cropped.jpg,ROIDisparity,{},0.0507770000695018,,1165,625,236,244,0.9189115166664124,113.5,
93,left_93_cropped.jpg,right_93_cropped.jpg,ROIDisparity,{},0.0385000000733271,,876,565,220,215,0.9117043614387512,110.5,
94,left_94_cropped.jpg,right_94_cropped.jpg,ROIDisparity,{},0.0303510000776441,,789,354,189,183,0.8828758001327515,84.5,
95,left_95_cropped.jpg,right_95_cropped.jpg,ROIDisparity,{},0.0425919999997859,,811,129,197,208,0.8792722225189209,105.0,
96,left_96_cropped.jpg,right_96_cropped.jpg,ROIDisparity,{},0.0455549999287541,,696,203,336,358,0.9005928039550781,132.0,
97,left_97_cropped.jpg,right_97_cropped.jpg,ROIDisparity,{},0.0406110000312764,,1338,400,386,362,0.9005928039550781,131.5,
98,left_98_cropped.jpg,right_98_cropped.jpg,ROIDisparity,{},0.0328139999510312,,1764,168,440,410,0.8546802401542664,186.0,
